,Name,ID,Badge,Reviewed,Disc Percent,Qty Sold,Original Price,Final Price,Avg Rating,Prod URL,Shop Name,Shop ID,Shop City,Shop URL
273,CLIPtec RZY238 / Speed-Pad / Mouse Pad / Premium rubber / Slip Free,1131026224,Official Store,556,10,1400,28000,25200,4.9,https://www.tokopedia.com/cliptec/cliptec-rzy238-speed-pad-mouse-pad-premium-rubber-slip-free-merah-muda?whid=13204860,CLIPTEC OFFICIAL STORE,3472274,Jakarta Pusat,https://www.tokopedia.com/cliptec
274,Logitech MK120 Keyboard Mouse Combo,337883819,Official Store,943,0,4100,0,145000,4.9,https://www.tokopedia.com/dbclick/logitech-mk120-keyboard-mouse-combo?whid=13204860,dbclick,3088530,Jakarta Utara,https://www.tokopedia.com/dbclick
275,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable,2897775598,Official Store,162,39,0,99000,59999,4.9,https://www.tokopedia.com/specialdealshop/mouse-gaming-hp-m150-1600dpi-usb-wired-macro-programmable-putih?whid=13204860,SpecialDealShop,2345864,Jakarta Utara,https://www.tokopedia.com/specialdealshop
276,SLEC Mouse Wireless NC20 - Matte Black,1213446787,Official Store,966,0,1500,0,73250,4.9,https://www.tokopedia.com/slec-official/slec-mouse-wireless-nc20-matte-black?whid=12606980,SLEC Official Store,3192998,Kab. Sidoarjo,https://www.tokopedia.com/slec-official
277,Rexus Keyboard Mouse Wireless KM9 Combo,1806364456,Official Store,201,15,0,229900,195000,4.9,https://www.tokopedia.com/logitechplus/rexus-keyboard-mouse-wireless-km9-combo-pink?whid=12606980,Gaming Plus Store,4872415,Surabaya,https://www.tokopedia.com/logitechplus
278,PROLiNK 2.4GHZ Mouse Wireless terbaik 6 Button 800 - 1600 DPI PMW6009,935821254,Official Store,1094,18,0,110000,90000,4.9,https://www.tokopedia.com/prolinkindonesia/prolink-2-4ghz-mouse-wireless-terbaik-6-button-800-1600-dpi-pmw6009-red?whid=10937518,Prolink Official Store,5308554,Bandung,https://www.tokopedia.com/prolinkindonesia
279,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Blue,1498259675,Official Store,1111,76,0,140000,33500,4.7,https://www.tokopedia.com/komicofficial/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-blue?whid=12229825,Komic Official Store,6975046,Palembang,https://www.tokopedia.com/komicofficial
280,Thin Wireless Mouse APPLE SLIM WITH USB RECEIVER MACBOOK LAPTOP M2,1140019447,Official Store,3227,66,0,79000,27000,4.7,https://www.tokopedia.com/unitechofficial/thin-wireless-mouse-apple-slim-with-usb-receiver-macbook-laptop-m2-putih?whid=12229825,Unitech Official,191075,Jakarta Utara,https://www.tokopedia.com/unitechofficial
281,Mouse ROBOT M210 2.4G Wireless Optical Mouse,2086572120,Official Store,1656,48,0,100000,52000,4.9,https://www.tokopedia.com/multimediacell/mouse-robot-m210-2-4g-wireless-optical-mouse-hitam?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
282,Lenovo Legion Mouse Pad Size XL,1609658269,Official Store,107,10,161,199000,179000,5.0,https://www.tokopedia.com/lenovo-official/lenovo-legion-mouse-pad-size-xl?whid=5931369,Lenovo Official,2411241,Jakarta Selatan,https://www.tokopedia.com/lenovo-official
283,Razer Viper Ultimate with Charging Dock - Black,1332515063,Official Store,167,0,0,0,2500000,5.0,https://www.tokopedia.com/razer/razer-viper-ultimate-with-charging-dock-black?whid=5931369,Razer Flagship Store,2207588,Jakarta Selatan,https://www.tokopedia.com/razer
284,Rexus Mouse Wireless Gaming Xierra 109,417130726,Official Store,1606,13,0,109000,95000,4.8,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-gaming-xierra-109?whid=5931369,Rexus Official Store,2411749,Jakarta Pusat,https://www.tokopedia.com/rexusid
285,Mouse Gaming AULA S20 – 2400DPI RGB Driver Macro Software,1593501313,Official Store,148,51,262,140000,68000,4.9,https://www.tokopedia.com/specialdealshop/mouse-gaming-aula-s20-2400dpi-rgb-driver-macro-software?whid=5931369,SpecialDealShop,2345864,Jakarta Utara,https://www.tokopedia.com/specialdealshop
286,Logitech G300S Gaming Mouse [FS],307800046,Official Store,1502,43,3100,349000,199000,4.9,https://www.tokopedia.com/logitech-g/logitech-g300s-gaming-mouse-fs?whid=5931369,Logitech G Official,2670965,Jakarta Pusat,https://www.tokopedia.com/logitech-g
287,Rexus Daxa Air II Pro Wireless Gaming Mouse Air 2 Ultra Lightweight,1829932141,Official Store,353,18,0,799000,659000,5.0,https://www.tokopedia.com/duniacom-srv/rexus-daxa-air-ii-pro-wireless-gaming-mouse-air-2-ultra-lightweight-hitam?whid=5931369,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
288,DA MOUSEPAD ART EDITION FLOWER BUG,1631728332,Official Store,500,37,0,79000,50000,5.0,https://www.tokopedia.com/digital-alliance/da-mousepad-art-edition-flower-bug?whid=5931369,Digital Alliance,2343655,Jakarta Pusat,https://www.tokopedia.com/digital-alliance
289,Optical Mouse Kabel USB G5 Unitech Wired USB 1000DPI,1261110229,Official Store,1223,85,0,100000,14900,4.8,https://www.tokopedia.com/unitechofficial/optical-mouse-kabel-usb-g5-unitech-wired-usb-1000dpi-biru?whid=5931369,Unitech Official,191075,Jakarta Utara,https://www.tokopedia.com/unitechofficial
290,Fantech RAIGOR II WG10 Gaming Mouse Wireless Best Buy,1286335039,Official Store,1344,50,0,139000,69000,4.9,https://www.tokopedia.com/superstorecom/fantech-raigor-ii-wg10-gaming-mouse-wireless-best-buy-mystic-black?whid=5931369,SuperStore Computindo,1139485,Jakarta Pusat,https://www.tokopedia.com/superstorecom
291,Logitech G102 Mouse Gaming Wired RGB Lightsync with Macro,987968149,Official Store,8233,38,0,379000,235000,4.9,https://www.tokopedia.com/logitech-g/logitech-g102-mouse-gaming-wired-rgb-lightsync-with-macro-hitam?whid=5931369,Logitech G Official,2670965,Jakarta Selatan,https://www.tokopedia.com/logitech-g
292,JOYSEUS Wireless Mouse 1600DPI USB Computer 2.4GHz Mouse - MS0002,583803891,Official Store,6026,57,9600,198000,85000,4.9,https://www.tokopedia.com/joyseusofficial/joyseus-wireless-mouse-1600dpi-usb-computer-2-4ghz-mouse-ms0002?whid=5931369,Joyseus Official Store,3909510,Jakarta Utara,https://www.tokopedia.com/joyseusofficial
293,Mouse Logitech B100 USB,309579677,Official Store,1595,1,0,44500,44000,4.9,https://www.tokopedia.com/dbclick/mouse-logitech-b100-usb?whid=13204860,dbclick,3088530,Jakarta Utara,https://www.tokopedia.com/dbclick
294,Razer Basilisk X HyperSpeed Wireless Bluetooth Gaming Mouse,1992877931,Official Store,124,26,208,899000,669000,5.0,https://www.tokopedia.com/duniacom-srv/razer-basilisk-x-hyperspeed-wireless-bluetooth-gaming-mouse?whid=13204860,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
295,Mousepad Gaming HP MP9040 - Size 90x40CM,479229812,Official Store,1466,29,0,140000,99000,4.9,https://www.tokopedia.com/setofficial/mousepad-gaming-hp-mp9040-size-90x40cm?whid=12229825,SET Gaming Gear Official,3141137,Palembang,https://www.tokopedia.com/setofficial
296,Razer DeathAdder Essential Gaming Mouse Death Adder,1956261852,Official Store,298,17,0,299000,249000,4.9,https://www.tokopedia.com/duniacom-srv/razer-deathadder-essential-gaming-mouse-death-adder-black?whid=12229825,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
297,Mouse Wireless Robot M350 2.4G Multi-mode Mouse Silent Key,2089528378,Official Store,105,52,181,199000,95000,4.9,https://www.tokopedia.com/multimediacell/mouse-wireless-robot-m350-2-4g-multi-mode-mouse-silent-key-hitam?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
298,Mouse Optical Nisuta Mikuso MOS 015U Usb Kabel - Mouse Usb Kabel,904738634,Official Store,658,45,0,18000,9900,4.9,https://www.tokopedia.com/multimediacell/mouse-optical-nisuta-mikuso-mos-015u-usb-kabel-mouse-usb-kabel?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
299,Logitech M331 Mouse Wireless Silent Click - Black,224478409,Official Store,4214,34,0,299000,196000,4.9,https://www.tokopedia.com/logitech/logitech-m331-mouse-wireless-silent-click-black?whid=12229825,Logitech Official Store,2642798,Jakarta Selatan,https://www.tokopedia.com/logitech
